CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,TELEFONO_2,TELEFONO_3,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
11-01-0250-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO DE FORMACION Y CAPACITACION DON BOSCO,4A. AVENIDA 3-03 ZONA 1,21728070,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,WAGNER EMILIO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0253-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLOGICO SAN AGUSTIN,1A. CALLE 4-05 CALZADA NAVIDAD ZONA 4,77131250,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,SINDY LINETH YOC GAMBOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0255-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NUEVA CANDELARIA,ALDEA NUEVA CANDELARIA,92655980,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OSVALDO ZACARIAS ICHEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0257-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO SUPERACION,3A. AVENIDA DEL RASTRO Y 4A. CALLE ZONA 4,00944580,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,PEDRO MANUEL LUCAS CHANTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0258-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO SUPERACION,7A. AVENIDA 4-68 ZONA 1,00904520,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ENMA CRISTINA MARROQUIN REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0267-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI II,2A. CALLE 5-16 ZONA 4,77153400,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,EVELYN ELIZABETH MALDONADO PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0271-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO BLAISE PASCAL,2A. CALLE 5-82 ZONA 1,15038360,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,YENIFFER ANALY MAKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0272-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO BLAISE PASCAL,2A. CALLE 5-82 ZONA 1,15038360,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,YENIFFER ANALY MAKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0276-46,11-017,RETALHULEU,RETALHULEU,COLEGIO SANTA TERESA,ALDEA CABALLO BLANCO,14984670,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,HECTOR ARMANDO TOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0293-46,11-017,RETALHULEU,RETALHULEU,COLEGIO JOSE BATRES MONTUFAR,3RA. AVENIDA 6-92 ZONA 2 LOTIFICACION EL RIO,62205140,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,EDELMIRA SANTOS SANCHEZ MORAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0294-46,11-004,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO NUEVA GENERACION,5-03 ZONA 4 CALZADA NAVIDAD,77188420,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,SHEILY PAULINA GUOX LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0296-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO NUEVA GENERACION,5-03 ZONA 4 CALZADA NAVIDAD,77188420,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,SHEILY PAULINA GUOX LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0300-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI,"5A. CALLE INGRESO AL PEDREGAL I, ZONA6",77151890,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OLGA MAVIL CAYAX PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0304-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO EN COMPUTACION LA MERCED,4TA. AVE. 4-58 ZONA 1,77188570,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,MARJORY VANESSA CABRERA ELIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0306-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO EN COMPUTACION LA MERCED,"3A. AVENIDA 5-36, ZONA 1",56344600,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,MARJORY VANESSA CABRERA ELIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0308-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO EN COMPUTACION LA MERCED,"3A. AVENIDA 5-36, ZONA 1",56344600,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,MARJORY VANESSA CABRERA ELIAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0316-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS,"SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",61627240,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,EDUARDO GOMEZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0320-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION Y CAPACITACION MIGUEL ANGEL ASTURIAS,"SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO, RETALHULEU",61627240,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,EDUARDO GOMEZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0321-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO PALABRA VIVA,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,71018650,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0327-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO PALABRA VIVA,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,71018650,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0338-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO PALABRA VIVA,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,71018650,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0340-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO PALABRA VIVA,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,71018650,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0357-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO LUIS CARDOZA Y ARAGON,"1A. CALLE 8-71, ZONA 1",22272510,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ANGEL IGNACIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0365-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA ""A"", 2-05, RESIDENCIALES ""ANA LUCIA"", ZONA 4",73852090,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ABRAHAM ISAIAS VELASQUEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0366-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA ""A"", 2-05, RESIDENCIALES ""ANA LUCIA"", ZONA 4",93852090,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ABRAHAM ISAIAS VELASQUEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0372-46,11-004,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO NUEVA GENERACION,5-03 ZONA 4 CALZADA NAVIDAD,77188420,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ANGEL OSWALDO RAMIREZ CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU
11-01-0376-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO JAN KOMENSKY,5TA CALLE 6-80 ZONA 1,21595390,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,AXEL OTONIEL XICARA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0383-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LUIS FERNANDO ESQUIVEL SANCHEZ,4A. AVENIDA 3-03 ZONA 1,21725320,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,PATRICIA ELIZABETH DE LEON SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0384-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO LUIS FERNANDO ESQUIVEL SANCHEZ,4A. AVENIDA 3-03 ZONA 1,21725320,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,PATRICIA ELIZABETH DE LEON SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0387-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO CABALLO BLANCO,CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,13333790,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,HECTOR JULIAN RODAS MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0388-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO CABALLO BLANCO,CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,13333790,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,HECTOR JULIAN RODAS MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0389-46,11-004,RETALHULEU,RETALHULEU,COLEGIO MIXTO LA PAZ,1A. AVENIDA 2-17 ZONA 1,31373090,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,EMILY KARINA PAZ INTERIANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0393-46,11-004,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,5A. AVENIDA 7-55 ZONA 1,72836480,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,WERNER MISAEL TIPAZ FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0397-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NUEVA CANDELARIA,ALDEA NUEVA CANDELARIA,80730870,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OSVALDO ZACARIAS ICHEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0400-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLOGICO SAN AGUSTIN,"1A. CALLE 4-05 ZONA 4, CALZADA NAVIDAD",77131250,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,GLENDY SORAYDA MORENO POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0402-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"BARRIO MONTERREY, ZONA 4",07545510,NO DISPONIBLE,NO DISPONIBLE,JULIO CESAR HERRERA ROLDAN,MARVIN LEONEL ALONZO SANCHEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0404-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO URBANO MIXTO BILINGUE PARAISO,3A. AVENIDA 7-69 ZONA 2,77188610,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,JORGE ROBERTO ARREAGA PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0409-46,11-017,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELEN,ALDEA LA GUITARRA,01729460,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,KEILY DALILA LOPEZ SIGUENZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0413-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EXPERIMENTAL DISTRITO DE ALTO RENDIMIENTO DAR LA TRINIDAD,"0 CALLE ZONA 4, CANTÓN OCOSITO",41478200,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,CLARA ANNABELLA OLIVEROS CORADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0418-46,11-017,RETALHULEU,RETALHULEU,INSTITUTO TECNOLOGICO DE EDUCACION BILINGUE INTERCULTURAL,"LOTIFICACIÓN EL BOSQUE, ZONA 6",83854260,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,IRMA YOLANDA SANCHEZ SUM DE MULUL,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0419-46,11-004,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO BLAISE PASCAL,2A. CALLE 5-80 ZONA 1,29666660,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,YENIFFER ANALY MAKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0420-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO BLAISE PASCAL,2A. CALLE 5-80 ZONA 1,29666660,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,YENIFFER ANALY MAKEPEACE RUIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0422-46,11-004,RETALHULEU,RETALHULEU,COLEGIO SMART KIDS GARDEN,10 AVENIDA 5-88 ZONA 4 BARRIO MONTERREY,72532380,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,GRISELDA ALEJANDRA OSORIO GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0425-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO DE EDUCACION MEDIA PROF. JULIO CESAR ACOSTA BARRASCOUT,7A. AVENIDA 8-96 ZONA 1,02380570,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,CLAUDIA LORENA GARCIA IXCHOP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0435-46,11-004,RETALHULEU,RETALHULEU,INSTITUTO DE COMPUTACION INFORMATICA,"RUTA 6W 10A. AVE. 0-50 ZONA 4, RESIDENCIALES ANA LUCIA",77162710,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,IRMA VIOLETA CALDERON VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0436-46,11-017,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO MIXTO BLESSING,"9AV. 7-30 ZONA 4, CANTON PERU",51148230,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OSCAR DANIEL SIGUENZA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0437-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,3A. AVENIDA 6-49 ZONA 4,05176680,NO DISPONIBLE,NO DISPONIBLE,JULIO CESAR HERRERA ROLDAN,JUAN DE DIOS RODAS HERNANDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU
11-01-0441-46,11-004,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELEN,CENTRO URBANO ALDEA LA GUITARRA,51528720,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,KEILY DALILA LOPEZ SIGUENZA DE HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0445-46,11-004,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO VERBO,5TA. CALLE 5-05 ZONA 6,10394750,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,MIGUEL ANGEL CORDERO MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0446-46,11-019,RETALHULEU,RETALHULEU,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA,4A. CALLE 6-10  ZONA 6,69801350,NO DISPONIBLE,NO DISPONIBLE,LISBETH SURAMA LOPEZ CALVILLO,LISBETH SURAMA LOPEZ CALVILLO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,RETALHULEU
11-01-0447-46,11-019,RETALHULEU,RETALHULEU,MODALIDADES FLEXIBLES,4TA. CALLE 6-10 ZONA 6,62315800,NO DISPONIBLE,NO DISPONIBLE,LISBETH SURAMA LOPEZ CALVILLO,PEDRO LEONARDO REYNA MOLLER,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,RETALHULEU
11-01-0452-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4TA. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,77131900,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,GLENDA JEANETTE CHAVEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0453-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4TA. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,77131900,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,GLENDA JEANETTE CHAVEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU
11-01-0457-46,11-017,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NAPOLEON VILLATORO,14 AVENIDA 5-15 ZONA 4 BARRIO MONTERREY,57437520,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ELISET HAYDEE VILLATORO DARDON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,RETALHULEU
11-01-0458-46,11-004,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO JAN KOMENSKY,5TA CALLE 6-80 ZONA 1,21595390,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,AXEL OTONIEL XICARA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0460-46,11-004,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO BUENA CREACION,1RA. CALLE 8-90 ZONA 5 CANTON DOLORES,77141030,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,VIVIAN LINELY DARDON ZUMETA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU
11-01-0464-46,11-014,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,3A. CALLE 6-49 ZONA 4,53563040,NO DISPONIBLE,NO DISPONIBLE,JULIO CESAR HERRERA ROLDAN,MAYRA LILIANA DE LEON TOLEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU
11-01-0468-46,11-017,RETALHULEU,RETALHULEU,LICEO TECNOLOGICO JAVIER MARTINEZ,7A. CALLE 2-54 ZONA 1,02788060,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,EBER NEIM CIFUENTES GRAMAJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
11-01-0470-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO LUIS CARDOZA Y ARAGON,3A. AVENIDA 6-33 ZONA 1,22072570,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,ANGEL IGNACIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
11-01-0472-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLOGICO CABALLO BLANCO,"SECTOR LA UNIN, PARCELAMIENTO CABALLO BLANCO",30317590,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,LOURDES YANIRA RAMOS MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
11-01-0474-46,11-017,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI,CALLE INGRESO AL PEDREGAL ZONA 1,77151890,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,OLGA MAVIL CAYAX PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
11-01-0476-46,11-017,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,9AV. 6TA. CALLE 9-88 ZONA 1,70229820,NO DISPONIBLE,NO DISPONIBLE,MIGUEL ANGEL ARMAS ROCHA,LINDA JASMIN LOPEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU
